"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate"
"Bhubaneswar","BP-BMC-2022-02-15-000881","BPA1","2022-02-15","2022-02-16","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-15-000880","BPA1","2022-02-15","2022-02-15","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-19-003746","BPA1","2022-05-19",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Sambalpur","BP-SMB-2022-01-31-000600","BPA1","2022-01-31","2022-01-31","APPROVED","BP/SMB/000049","2022-02-17"
"Bhubaneswar","BP-BMC-2022-03-16-001757","BPA2","2022-03-16",NULL,"INITIATED",NULL,NULL
"Rourkela","BP-RRK-2022-02-17-000914","BPA1","2022-02-17","2022-02-24","APPROVED","BP/RRK/000059","2022-03-07"
"Bhubaneswar","BP-BMC-2022-06-23-005026","BPA1","2022-06-23",NULL,"PENDING_APPL_FEE",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-21-004979","BPA2","2022-06-21","2022-06-22","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-17-001807","BPA1","2022-03-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001513","BPA1","2022-03-09","2022-03-10","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000916","BPA1","2022-02-17",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000920","BPA2","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-08-005913","BPA1","2022-07-08","2022-07-08","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-07-23-006480","BPA2","2022-07-23","2022-07-28","DOC_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-23-002800","BPA1","2022-04-23",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-21-001014","BPA1","2022-02-21","2022-04-25","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-05-001415","BPA1","2022-03-05","2022-03-05","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Khordha","BP-KHU-2022-03-07-001444","BPA1","2022-03-07",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-09-001514","BPA1","2022-03-09",NULL,"INITIATED",NULL,NULL
"Vyasanagar","BP-VSN-2022-04-30-003087","BPA1","2022-04-30","2022-04-30","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-03-001335","BPA1","2022-03-03",NULL,"INITIATED",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-03-02-001289","BPA1","2022-03-02","2022-03-05","APPROVED","BP/BED/000104","2022-04-12"
"Berhampur","BP-BAM-2022-05-08-003346","BPA1","2022-05-08","2022-05-09","APPROVED","BP/BAM/000199","2022-05-19"
"Bhubaneswar","BP-BMC-2022-05-05-003251","BPA1","2022-05-05",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-06-22-004980","BPA2","2022-06-22","2022-06-23","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-30-003858","BPA1","2022-05-30","2022-05-30","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-30-003088","BPA1","2022-04-30","2022-05-01","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-05-04-003172","BPA1","2022-05-04",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Rourkela","BP-RRK-2022-03-09-001528","BPA1","2022-03-09","2022-03-09","APPROVED","BP/RRK/000076","2022-03-28"
"Berhampur","BP-BAM-2022-05-04-003186","BPA2","2022-05-04",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-14-001672","BPA1","2022-03-14","2022-03-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000932","BPA1","2022-02-17",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-27-002940","BPA1","2022-04-27","2022-04-27","APPROVED","BP/CTC/000164","2022-05-06"
"Bhubaneswar","BP-BMC-2022-07-07-005895","BPA1","2022-07-07","2022-07-08","APPROVAL_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-07-001451","BPA1","2022-03-07",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-31-002061","BPA1","2022-03-31","2022-03-31","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-11-001596","BPA1","2022-03-11",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-11-002436","BPA1","2022-04-11","2022-04-11","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-01-31-000598","BPA1","2022-01-31","2022-02-04","PENDING_ARCHITECT_ACTION_FOR_REWORK",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-12-002493","BPA2","2022-04-12","2022-04-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-04-003185","BPA1","2022-05-04",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Sambalpurdevelopmentauthority","BP-SDA-2022-02-17-000941","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-14-001677","BPA1","2022-03-14","2022-03-14","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Chatrapur","BP-CHH-2022-02-17-000943","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000946","BPA1","2022-02-17",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-31-002062","BPA1","2022-03-31","2022-04-03","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-17-000918","BPA1","2022-02-17",NULL,"FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-14-002530","BPA1","2022-04-14","2022-04-14","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-28-001240","BPA1","2022-02-28",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-11-001597","BPA1","2022-03-11",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001760","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-13-003559","BPA1","2022-05-13","2022-05-13","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-05-09-003407","BPA2","2022-05-09",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-06-002287","BPA2","2022-04-06","2022-04-07","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-14-002532","BPA1","2022-04-14","2022-04-15","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL
"Bhubaneswar","BP-BMC-2022-04-21-002712","BPA1","2022-04-21",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-17-001812","BPA2","2022-03-17","2022-03-18","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL
"Berhampur","BP-BAM-2022-04-01-002107","BPA1","2022-04-01","2022-04-02","APPROVED","BP/BAM/000221","2022-06-03"
"Bhubaneswar","BP-BMC-2022-04-13-002510","BPA1","2022-04-13",NULL,"INITIATED",NULL,NULL
"Jatni","BP-JTN-2022-02-28-001243","BPA1","2022-02-28",NULL,"INITIATED",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-04-002198","BPA1","2022-04-04",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Sambalpur","BP-SMB-2021-12-08-000183","BPA1","2021-12-08","2022-02-22","APPROVED","BP/SMB/000102","2022-04-11"
"Bhubaneswar","BP-BMC-2022-02-17-000921","BPA1","2022-02-17","2022-02-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-18-000959","BPA1","2022-02-18","2022-02-18","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-16-001761","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL
"Berhampur","BP-BAM-2022-05-09-003408","BPA1","2022-05-09",NULL,"INITIATED",NULL,NULL
"Bhubaneswar","BP-BMC-2022-03-28-001984","BPA1","2022-03-28","2022-03-30","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswar","BP-BMC-2022-02-16-000898","BPA1","2022-02-16","2022-02-17","FIELDINSPECTION_INPROGRESS",NULL,NULL
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-18-002603","BPA1","2022-04-18","2022-04-20","APPROVAL_INPROGRESS",NULL,NULL
"Cuttack","BP-CTC-2022-04-21-002689","BPA1","2022-04-21",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL
"Berhampurdevelopmentauthority","BP-BED-2022-02-10-000780","BPA1","2022-02-10","2022-02-11","REJECTED",NULL,NULL
